factor,PSNR,CR,BPP,MSE,Entropy
0.2,37.611173548322874,1.8619805926786495,4.296500205993652,11.271012306213379,0.9967522173145134
0.2,36.9345065506064,1.3336300980468219,5.998664855957031,13.171331405639648,0.9973291586915749
0.2,36.65564332281636,1.4937778015207366,5.355548858642578,14.044814109802246,0.9965556739713539
0.2,40.11613646944081,3.0761756681432804,2.6006317138671875,6.330918312072754,0.9977807548009596
0.2,36.39983477291089,1.278730946948402,6.256202697753906,14.896933555603027,0.9975336418565621
0.2,37.656886259635634,1.7343889430587707,4.612575531005859,11.153002738952637,0.9957505243460544
0.2,36.3280261874532,1.2933734371328538,6.185375213623047,15.145302772521973,0.997489662780545
0.2,35.51051258664148,1.1810486129316295,6.773641586303711,18.282228469848633,0.9973153816369894
0.2,35.82533903962377,1.333505864743217,5.999223709106445,17.003820419311523,0.9967117333689578
0.2,38.31360630051525,1.836475343799696,4.356170654296875,9.587817192077637,0.9970676136223633
0.2,39.069578831832516,3.361079057363387,2.38018798828125,8.056056022644043,0.9978770406628273
0.2,35.651543528302945,1.1879045865115763,6.7345476150512695,17.698078155517578,0.9971819624852787
0.2,37.44591697283183,2.6604994576628123,3.0069541931152344,11.708160400390625,0.9974145789212667
0.2,38.536812682684804,3.872365235254065,2.065920829772949,9.107498168945312,0.99646606447617
0.2,39.05199824649187,3.8143421236906767,2.0973472595214844,8.088733673095703,0.9970266089277178
0.2,39.632581078132986,3.529495320433741,2.266613006591797,7.076560974121094,0.9977761089260369
0.2,39.18725444377974,2.1093567380865688,3.7926254272460938,7.840702533721924,0.9972335765257089
0.2,36.875116507058515,1.3738168311480725,5.823192596435547,13.352689743041992,0.9970370352899866
0.2,43.520324434060036,4.38086762884186,1.8261222839355469,2.8909988403320312,0.9968367051032985
0.2,37.51744554849048,1.4703411547195793,5.440914154052734,11.516905784606934,0.9970618761214396
0.2,39.49845165325237,3.4794796920626494,2.2991943359375,7.298526287078857,0.996805254840502
0.2,38.82119901566008,2.0301568247821877,3.940582275390625,8.530224800109863,0.997308480709035
0.2,38.85133690450773,1.9676492002371893,4.065765380859375,8.471234321594238,0.9968805132103351
0.2,37.448980107777345,2.2346738273341433,3.5799407958984375,11.699905395507812,0.9970513583789002
0.2,37.40844533389136,1.7571283381552412,4.552883148193359,11.80961799621582,0.9953174156007335
0.2,39.48286483251272,3.446434587402773,2.321239471435547,7.32476806640625,0.997803284126683
0.2,36.22848320479149,1.473235612977373,5.430224418640137,15.496442794799805,0.997123798314062
0.2,39.64944802418265,2.424038430418842,3.3002777099609375,7.049130439758301,0.9973127755709781
0.2,36.18271947367234,1.302090395901165,6.1439666748046875,15.660600662231445,0.9974593900874302
0.2,36.581337555175395,1.488048931052344,5.376167297363281,14.287178993225098,0.9959848767258712
0.2,36.60345722257553,1.4135655043567454,5.65944766998291,14.21459674835205,0.9970210512915385
0.2,41.47308594041238,4.457890127456232,1.7945709228515625,4.6320343017578125,0.9974744207912136
0.2,41.89357906009013,5.468467975144655,1.4629325866699219,4.204578399658203,0.9969751886306735
0.2,36.07403408641001,1.2485611628578488,6.407375335693359,16.057464599609375,0.9970759975130439
0.2,43.163471133135964,5.546260446419126,1.442413330078125,3.138580322265625,0.99790592498323
0.2,38.73714111733329,2.042781332065738,3.916229248046875,8.696935653686523,0.9970940435890877
0.2,37.49200802841848,2.6522793784731973,3.0162734985351562,11.58456039428711,0.9975968032921742
0.2,36.772753348270165,1.5962584647610762,5.011719703674316,13.671147346496582,0.9963323386786087
0.2,36.52824105330741,1.4682080216665754,5.448819160461426,14.462929725646973,0.9968210176117182
0.2,35.49139991707731,1.1789669439549226,6.785601615905762,18.36285400390625,0.9972226486529047
0.2,37.66514754455705,2.983503007471732,2.6814117431640625,11.131805419921875,0.9968256713116296
0.2,37.826552617431815,1.708795708194373,4.681659698486328,10.725687026977539,0.9967400124635215
